product_price_id,price,seller_id,register_on,product_id
113,982.26,13,2019-08-10T18:52:42Z,90
115,876.06,5,2020-01-08T04:15:13Z,97
104,476.44,10,2019-03-22T18:08:17Z,89
106,86.78,1,2019-07-28T15:46:21Z,79
107,416.90,12,2019-11-25T05:49:00Z,85
101,772.65,8,2019-05-19T20:49:59Z,86
107,32.87,7,2019-03-14T08:55:50Z,91
100,700.45,15,2019-12-22T04:33:55Z,69
104,314.80,11,2018-10-06T23:59:03Z,61
111,864.69,13,2019-12-26T07:29:06Z,93
104,476.81,8,2019-12-02T07:36:05Z,96
102,283.08,5,2019-08-07T20:58:52Z,85
100,305.56,12,2019-04-17T20:54:06Z,90
100,404.88,14,2018-11-06T03:32:17Z,93
114,856.62,7,2019-02-09T20:42:00Z,90
107,579.63,10,2019-07-07T17:49:58Z,78
113,615.91,5,2019-02-22T01:51:31Z,87
114,405.42,9,2019-11-13T03:04:47Z,84
111,936.81,13,2019-04-08T20:28:23Z,97
112,899.04,9,2019-01-21T06:41:14Z,82
111,467.01,7,2019-01-01T11:22:50Z,87
103,169.25,7,2019-02-13T21:13:44Z,94
100,203.41,10,2019-04-30T00:08:41Z,96
102,721.26,2,2019-06-28T16:33:31Z,98
114,316.95,9,2019-10-28T22:24:09Z,66
102,879.72,8,2018-12-19T08:41:49Z,71
100,612.10,6,2019-05-29T21:55:50Z,80
115,188.27,8,2019-06-08T10:08:17Z,92
102,233.15,15,2019-09-15T05:50:44Z,64
112,629.70,12,2019-01-19T06:24:13Z,90
103,730.63,8,2019-04-23T02:47:44Z,73
100,225.58,14,2019-11-27T06:52:36Z,72
104,966.39,6,2019-02-12T18:19:18Z,68
101,441.68,10,2019-07-09T12:39:26Z,64
104,13.94,8,2019-05-20T09:24:00Z,88
104,938.11,1,2019-02-18T10:20:43Z,90
105,236.03,15,2019-02-05T20:21:51Z,98
100,623.17,14,2019-11-04T21:05:10Z,76
112,210.73,7,2018-10-02T15:25:31Z,62
102,902.70,15,2019-10-21T07:33:09Z,86
102,682.78,1,2019-02-11T23:33:13Z,94
100,301.85,13,2019-06-04T21:21:52Z,62
100,58.53,2,2019-01-30T19:19:37Z,60
106,172.42,12,2018-10-30T01:05:21Z,83
103,783.20,5,2019-06-24T15:43:34Z,90
109,752.54,7,2019-07-08T14:26:34Z,62
107,386.74,5,2019-07-12T05:22:21Z,86
114,32.59,15,2019-10-31T23:33:01Z,69
111,284.37,14,2019-02-21T17:32:30Z,72
102,328.60,9,2019-01-15T05:33:17Z,69
104,958.45,1,2018-10-09T16:52:24Z,67
105,123.98,9,2019-10-26T03:56:23Z,97
107,664.53,10,2018-12-18T03:03:29Z,82
111,423.37,1,2019-03-17T03:23:58Z,91
111,149.54,10,2019-03-05T20:36:10Z,89
103,980.04,2,2019-05-15T17:38:54Z,77
107,372.27,11,2019-11-05T10:02:06Z,95
104,219.92,5,2018-11-05T11:13:49Z,87
113,80.66,8,2018-12-24T14:56:31Z,96
101,95.10,9,2018-12-01T22:41:57Z,77
100,303.94,7,2018-10-14T15:35:56Z,93
110,591.25,5,2019-06-20T21:28:47Z,62
115,335.14,1,2019-06-01T08:01:08Z,76
115,436.22,8,2018-12-26T02:08:18Z,86
111,952.53,15,2019-04-18T14:06:47Z,70
103,675.31,1,2019-10-17T17:44:47Z,62
100,64.39,7,2018-11-03T01:23:00Z,67
102,312.13,8,2018-11-06T22:21:36Z,60
112,360.25,6,2018-11-07T15:13:36Z,64
113,334.39,1,2019-06-23T23:27:01Z,86
102,680.46,9,2020-01-08T22:23:38Z,67
100,452.33,13,2019-11-24T16:30:03Z,66
100,128.93,12,2019-03-03T00:10:33Z,81
110,504.68,9,2019-07-30T12:17:19Z,62
104,191.57,10,2019-03-08T01:07:25Z,76
109,190.89,14,2019-08-09T11:45:44Z,90
112,199.85,8,2019-01-24T12:07:39Z,78
100,639.60,10,2019-01-01T05:19:31Z,96
101,878.81,1,2019-04-03T22:13:40Z,69
101,607.73,15,2019-11-16T05:04:16Z,64
112,418.00,12,2019-08-01T18:04:01Z,82
113,922.71,13,2020-01-16T20:52:29Z,61
107,145.26,12,2019-08-01T04:04:22Z,99
101,635.68,14,2019-11-19T02:38:05Z,95
114,18.59,2,2019-06-03T02:12:04Z,61
109,404.99,15,2019-06-28T00:16:28Z,76
106,755.71,10,2018-11-16T08:37:07Z,84
100,371.10,5,2019-12-07T14:27:33Z,77
113,666.97,7,2019-03-29T15:52:50Z,81
101,683.09,8,2019-04-09T19:23:00Z,84
114,693.38,1,2020-01-21T16:40:16Z,91
109,101.53,6,2019-05-01T08:32:05Z,77
115,129.54,14,2019-07-11T04:04:16Z,79
110,766.23,13,2018-10-15T00:16:20Z,79
101,64.56,7,2018-11-01T01:18:29Z,82
105,555.76,14,2019-02-04T18:29:07Z,60
104,835.13,2,2019-07-29T01:35:13Z,72
111,657.94,15,2020-01-19T18:09:56Z,79
102,901.98,5,2019-08-03T20:59:42Z,97
110,547.00,8,2018-12-18T13:17:12Z,77
101,910.16,7,2019-04-29T14:24:34Z,83
100,491.00,12,2019-04-14T04:34:34Z,90
114,149.42,1,2019-01-21T05:18:23Z,76
100,742.18,13,2019-09-02T20:26:59Z,96
105,375.61,12,2019-02-18T12:06:13Z,64
114,419.42,9,2019-05-21T06:03:37Z,77
112,787.54,5,2019-03-12T10:40:17Z,64
106,827.31,1,2020-01-02T04:35:12Z,75
101,148.26,1,2019-07-13T09:47:01Z,75
109,236.41,11,2019-09-16T16:39:12Z,93
111,865.94,7,2019-01-22T10:09:38Z,75
107,490.59,1,2019-05-26T13:04:43Z,73
109,440.01,2,2018-12-30T06:57:29Z,84
106,928.53,14,2019-05-15T11:51:21Z,61
114,470.95,6,2019-02-22T21:56:52Z,83
108,219.58,8,2019-08-04T05:00:21Z,95
101,425.07,5,2019-04-19T16:34:12Z,71
102,155.79,1,2019-08-30T04:56:56Z,98
114,818.30,10,2019-12-06T02:11:29Z,87
105,501.39,6,2019-10-20T20:58:30Z,75
104,211.77,14,2018-10-20T07:22:36Z,71
111,395.21,14,2018-10-19T19:17:19Z,88
105,880.22,7,2019-03-21T09:48:40Z,97
104,686.15,1,2018-12-16T04:19:33Z,79
114,908.43,14,2019-08-06T17:06:58Z,86
114,782.54,1,2019-09-24T11:47:52Z,95
105,252.31,1,2019-08-10T09:25:49Z,99
107,123.85,12,2019-04-04T00:25:56Z,76
100,945.39,14,2018-11-24T22:50:05Z,84
109,994.06,1,2018-11-09T07:26:18Z,78
109,594.84,13,2020-01-27T18:02:49Z,94
112,99.97,13,2019-11-19T00:36:00Z,80
109,722.88,1,2019-04-08T16:28:10Z,63
111,897.18,8,2019-04-02T05:43:19Z,60
105,867.87,14,2019-10-11T16:34:44Z,78
104,340.73,6,2019-11-13T00:56:41Z,79
109,965.10,5,2020-01-09T17:35:00Z,64
107,550.07,13,2019-08-17T09:31:22Z,69
114,826.03,1,2019-01-19T16:05:46Z,93
103,958.59,7,2019-05-28T02:15:56Z,74
105,570.30,14,2019-06-01T07:17:22Z,60
113,518.77,8,2019-11-28T01:04:09Z,60
110,915.25,1,2019-06-22T19:40:07Z,91
101,266.87,8,2019-03-30T19:11:33Z,98
103,348.34,9,2019-02-25T23:17:25Z,86
115,471.60,13,2019-02-14T02:33:39Z,90
100,761.65,1,2019-07-16T03:52:56Z,80
109,807.93,5,2019-03-26T00:39:48Z,81
100,753.04,1,2019-02-21T08:33:59Z,70
114,236.08,2,2019-11-15T01:16:54Z,63
109,889.27,9,2019-02-17T15:20:29Z,83
112,128.26,14,2020-01-16T16:06:37Z,61
102,465.47,10,2019-01-11T11:20:13Z,68
109,837.19,7,2018-12-20T07:58:22Z,67
109,964.56,11,2020-01-08T20:21:14Z,96
104,314.03,5,2018-12-19T01:15:02Z,74
112,338.16,9,2019-03-29T20:59:24Z,66
100,656.29,6,2019-11-06T13:04:38Z,92
101,969.80,5,2019-10-14T13:10:23Z,89
110,882.83,9,2019-09-07T20:10:47Z,90
115,253.14,14,2019-06-06T03:46:36Z,81
102,876.35,10,2019-05-26T23:35:04Z,68
115,373.67,1,2019-06-22T08:42:57Z,63
102,352.67,14,2019-12-12T18:14:14Z,82
100,762.52,5,2019-08-09T18:15:25Z,84
108,160.70,5,2018-11-07T05:29:48Z,73
112,595.32,12,2019-06-21T16:12:35Z,87
114,827.84,5,2019-10-20T05:44:52Z,74
104,436.89,1,2018-10-24T16:17:43Z,62
113,717.51,8,2018-12-15T04:55:14Z,76
106,887.97,10,2018-11-21T10:20:06Z,65
104,534.43,1,2018-11-06T17:25:15Z,84
105,931.21,7,2019-02-10T14:17:45Z,78
110,356.23,15,2019-03-18T15:12:21Z,89
108,760.07,10,2019-02-08T08:39:47Z,84
110,68.34,2,2019-04-25T07:59:30Z,82
114,344.20,12,2019-08-07T14:19:26Z,79
108,237.37,10,2019-11-24T10:27:04Z,83
112,450.25,10,2019-07-08T17:56:15Z,64
102,52.47,8,2020-01-03T18:27:36Z,86
110,41.87,10,2019-10-13T17:57:42Z,62
108,347.77,14,2019-09-02T10:58:51Z,62
111,741.71,12,2019-05-24T14:40:02Z,76
105,593.84,7,2019-09-20T13:44:14Z,66
109,156.71,15,2019-12-23T21:53:59Z,82
100,185.31,11,2019-10-27T13:49:46Z,78
101,572.29,15,2019-10-26T15:09:46Z,75
109,877.95,2,2018-10-25T01:30:10Z,70
111,799.64,8,2018-11-13T15:11:06Z,69
115,767.67,2,2020-01-04T06:16:25Z,90
112,121.56,8,2018-12-02T22:56:05Z,96
100,819.05,2,2019-01-25T05:24:20Z,62
103,989.41,15,2019-01-10T01:45:22Z,68
109,487.17,13,2020-01-01T00:55:41Z,81
104,234.59,7,2019-01-14T16:01:00Z,80
105,989.66,10,2019-04-05T04:55:36Z,85
103,584.04,1,2018-12-13T13:53:32Z,62
108,534.42,13,2018-12-21T01:51:31Z,87
101,708.36,7,2019-01-20T21:38:41Z,69
104,761.66,13,2019-10-12T05:33:03Z,95
110,636.29,1,2019-05-21T16:15:16Z,60
109,582.91,10,2020-01-27T00:06:15Z,63
112,421.88,13,2019-12-31T11:31:51Z,62
113,678.58,7,2019-08-27T02:31:12Z,93
108,288.29,8,2019-12-07T23:43:19Z,61
115,283.42,5,2019-05-03T13:44:12Z,76
102,611.52,9,2019-10-13T22:02:48Z,94
109,773.15,8,2018-10-30T08:55:10Z,89
113,770.86,11,2019-08-31T18:56:22Z,79
104,573.86,12,2019-04-09T17:56:18Z,66
114,476.72,1,2020-02-04T18:56:33Z,91
109,355.01,15,2019-10-13T08:38:54Z,89
104,872.34,1,2019-11-10T21:58:46Z,79
109,214.15,1,2019-04-21T11:24:27Z,60
114,664.03,6,2020-01-18T02:46:32Z,80
112,780.01,1,2019-07-28T13:59:07Z,86
115,916.38,12,2019-10-07T21:30:29Z,66
104,604.66,9,2019-12-29T19:43:10Z,70
104,517.77,8,2020-01-22T23:47:20Z,85
106,181.43,14,2019-07-05T12:04:59Z,96
112,421.00,1,2019-09-08T20:35:33Z,62
102,870.14,15,2020-01-18T18:53:58Z,76
109,825.47,1,2019-01-19T21:39:04Z,79
106,992.29,13,2019-10-08T13:05:15Z,70
107,957.35,15,2019-05-30T07:56:59Z,80
113,236.87,11,2019-02-08T03:04:15Z,87
111,133.37,1,2019-02-16T20:54:16Z,66
106,868.56,1,2019-08-11T02:39:30Z,88
101,185.70,13,2019-11-04T20:38:12Z,81
111,275.61,1,2019-03-10T08:22:14Z,91
109,263.16,12,2019-12-20T08:06:46Z,69
107,672.09,2,2020-01-30T17:00:01Z,94
111,727.42,13,2020-01-15T19:51:04Z,61
100,950.44,15,2019-02-03T10:21:55Z,84
105,629.84,5,2019-01-13T17:02:01Z,65
113,67.83,14,2019-10-10T09:36:54Z,66
108,701.52,9,2019-04-22T06:40:12Z,79
114,119.50,5,2019-06-07T05:26:51Z,82
109,118.43,1,2019-01-05T11:39:28Z,89
110,480.44,10,2019-08-21T23:01:51Z,82
101,33.73,14,2019-06-11T10:54:49Z,77
105,879.35,1,2020-02-07T21:01:10Z,84
101,801.23,14,2020-01-03T12:14:09Z,87
115,760.71,10,2018-10-18T03:51:23Z,92
108,107.69,9,2019-07-15T16:19:42Z,81
105,530.19,11,2019-05-15T20:18:32Z,98
111,683.49,15,2018-11-26T02:40:37Z,98
102,746.26,8,2019-08-19T22:29:11Z,89
114,520.81,14,2019-01-26T03:46:16Z,66
109,368.41,10,2018-10-19T14:39:35Z,76
115,136.99,15,2019-03-05T03:24:30Z,77
106,251.54,12,2018-12-01T18:56:33Z,86
106,436.53,7,2019-10-03T09:20:34Z,60
115,653.34,8,2019-08-11T23:20:53Z,61
108,758.44,14,2019-03-27T23:49:35Z,98
114,181.55,13,2019-07-14T07:26:25Z,72
114,173.71,8,2020-02-02T17:41:15Z,82
101,546.27,1,2019-07-15T19:45:00Z,67
109,245.27,9,2019-06-03T13:57:26Z,65
111,372.32,14,2020-01-03T09:35:16Z,60
114,160.55,7,2019-12-09T10:52:33Z,94
111,852.09,2,2019-11-11T18:31:28Z,89
110,41.58,1,2019-07-22T08:02:02Z,77
106,719.23,14,2019-12-28T03:46:17Z,93
108,664.72,10,2018-10-08T15:19:08Z,85
114,508.80,8,2019-11-18T15:33:29Z,63
110,235.27,1,2020-01-07T16:17:26Z,88
107,445.27,13,2018-11-06T23:38:57Z,61
101,226.93,14,2019-04-08T14:10:24Z,97
109,73.81,15,2020-01-24T01:08:38Z,93
103,443.26,2,2018-10-01T05:25:58Z,93
101,573.39,10,2018-10-24T14:31:03Z,79
109,255.86,8,2019-12-05T21:43:58Z,73
102,456.22,14,2019-05-21T09:48:49Z,83
107,648.26,5,2019-08-09T21:27:44Z,91
101,365.77,10,2019-10-30T12:20:41Z,71
106,447.17,12,2019-05-19T08:56:04Z,67
105,766.59,8,2019-05-02T00:02:15Z,63
112,959.78,2,2019-02-27T06:00:30Z,75
109,175.51,10,2019-08-15T22:20:24Z,92
103,105.74,8,2018-11-27T22:12:07Z,79
103,836.46,15,2018-10-31T02:11:26Z,76
103,452.08,2,2018-12-04T05:52:50Z,90
115,543.32,8,2019-03-24T03:55:31Z,80
103,773.29,14,2019-12-31T06:58:34Z,62
109,49.93,1,2018-10-14T02:06:58Z,99
100,978.70,1,2019-12-26T21:36:18Z,82
106,625.94,5,2019-06-17T09:56:42Z,70
115,601.37,15,2019-12-01T09:27:49Z,65
100,253.65,12,2019-07-26T19:24:45Z,64
106,979.62,11,2019-06-23T18:15:06Z,81
104,457.06,12,2018-12-11T05:37:10Z,63
110,491.42,8,2018-11-13T06:19:47Z,83
102,173.02,6,2019-11-17T20:31:28Z,92
114,728.51,12,2018-12-23T23:44:24Z,89
112,315.55,1,2018-11-19T04:42:07Z,80
114,681.36,1,2019-06-22T21:47:05Z,69
109,905.32,15,2019-07-20T19:47:54Z,87
102,943.89,7,2019-01-19T16:43:30Z,64
111,800.57,12,2019-02-24T04:14:43Z,70
104,515.87,14,2019-02-09T05:29:38Z,98
109,681.68,11,2019-08-05T03:33:45Z,91
101,911.21,5,2019-03-18T18:38:14Z,70
101,784.46,14,2019-12-11T02:21:17Z,76
109,749.02,2,2019-10-25T10:34:16Z,60
111,569.23,7,2019-12-11T06:32:27Z,90
103,787.23,15,2020-01-23T18:38:00Z,78
104,613.89,7,2019-01-14T10:00:15Z,63
112,31.68,9,2019-10-14T22:55:11Z,79
114,881.76,2,2018-10-05T12:31:37Z,61
108,839.66,14,2020-02-03T10:45:04Z,66
107,995.56,1,2019-11-10T21:28:27Z,73
105,769.76,10,2019-09-27T18:19:16Z,78
111,329.29,5,2019-08-05T00:56:58Z,80
115,252.58,2,2019-03-11T11:53:52Z,85
114,280.72,9,2019-05-30T23:52:22Z,87
115,297.75,1,2019-02-23T15:28:10Z,88
114,674.02,2,2019-01-19T16:11:37Z,63
105,318.82,8,2018-11-19T18:28:21Z,66
110,679.97,15,2019-06-06T15:41:45Z,78
100,314.56,6,2019-01-07T09:54:19Z,94
110,19.63,2,2019-06-18T07:49:40Z,79
109,752.47,10,2019-01-09T13:34:20Z,85
113,313.21,9,2019-10-05T19:44:23Z,97
102,943.75,1,2018-11-08T14:44:47Z,99
115,299.15,2,2018-11-17T00:07:29Z,64
110,550.87,7,2019-02-04T06:06:27Z,82
102,849.66,8,2019-05-01T05:51:21Z,64
103,813.47,10,2019-10-31T06:47:55Z,84
113,117.84,13,2019-09-03T20:30:13Z,86
111,315.11,1,2019-10-04T23:12:43Z,88
111,108.08,11,2019-09-25T01:48:15Z,66
108,18.71,12,2018-11-12T09:26:52Z,84
105,918.18,1,2019-01-05T15:14:56Z,78
109,599.50,12,2019-03-25T00:26:33Z,62
100,590.52,11,2019-11-18T17:30:16Z,74
102,282.46,8,2020-02-04T04:49:50Z,67
114,876.34,15,2019-10-30T07:26:53Z,84
111,936.08,10,2019-11-17T20:43:19Z,89
113,143.97,5,2018-10-14T06:44:43Z,92
107,403.09,14,2019-09-11T12:01:50Z,77
109,880.91,15,2019-01-08T01:44:14Z,84
102,39.89,9,2019-07-16T08:57:04Z,93
109,469.38,7,2019-01-17T01:15:07Z,75
110,578.12,8,2019-05-04T07:54:19Z,72
110,182.73,10,2019-01-13T07:46:40Z,68
100,15.28,1,2019-05-30T13:15:45Z,68
104,210.48,5,2019-04-14T04:57:53Z,68
103,489.84,15,2020-01-21T21:19:30Z,87
107,217.75,14,2019-04-26T21:18:16Z,78
100,48.67,8,2019-04-25T03:59:27Z,63
107,534.18,2,2018-12-29T09:32:10Z,81
110,68.64,5,2018-10-29T04:30:31Z,99
106,953.57,13,2018-12-13T18:21:35Z,79
114,932.31,6,2018-10-15T07:17:35Z,86
101,547.83,1,2019-12-09T19:55:54Z,62
100,681.87,10,2019-03-10T04:14:06Z,69
112,287.82,15,2018-11-12T10:17:39Z,67
103,989.14,14,2019-06-25T04:34:55Z,96
108,84.27,15,2019-11-11T13:40:21Z,92
103,392.30,1,2019-11-04T22:55:48Z,86
112,450.62,5,2019-01-14T05:32:28Z,68
107,531.32,7,2019-08-16T07:10:17Z,98
105,475.11,8,2019-06-20T17:55:35Z,60
104,404.38,8,2018-10-25T18:34:48Z,72
112,218.53,5,2019-03-15T07:32:05Z,73
108,527.04,5,2019-02-27T11:22:38Z,65
110,924.88,1,2019-07-05T13:44:53Z,91
111,275.35,5,2019-01-24T13:29:36Z,67
102,611.15,2,2019-02-23T11:18:38Z,83
102,143.47,1,2019-12-19T13:40:44Z,87
115,160.75,10,2019-10-27T17:20:52Z,83
107,960.23,12,2019-10-25T20:27:30Z,67
112,689.20,9,2019-11-12T20:39:54Z,97
114,587.52,7,2020-01-13T11:14:16Z,92
112,158.91,9,2018-12-13T12:37:45Z,92
115,584.46,8,2019-03-23T04:48:13Z,89
111,99.12,2,2019-07-05T03:57:57Z,78
109,180.62,5,2018-12-25T01:42:03Z,62
100,13.23,8,2019-01-15T08:53:07Z,84
102,525.37,13,2018-11-16T01:27:06Z,93
105,894.80,9,2019-06-19T19:31:10Z,86
103,896.79,2,2018-11-27T07:01:53Z,93
105,685.29,11,2019-03-29T15:32:11Z,90
100,237.57,1,2019-10-04T04:44:17Z,92
101,305.97,8,2019-08-10T00:02:44Z,95
112,62.68,14,2019-11-03T08:36:14Z,73
114,791.50,10,2018-12-24T06:34:52Z,81
103,778.61,12,2019-03-02T01:24:46Z,93
107,868.90,14,2019-11-24T01:04:48Z,84
103,13.39,8,2019-07-31T15:59:13Z,69
104,376.91,1,2018-12-28T14:53:35Z,68
113,244.23,15,2019-11-01T09:54:49Z,75
108,250.03,2,2018-11-20T10:12:07Z,87
100,938.74,9,2019-12-19T06:39:59Z,66
112,740.24,8,2020-01-17T15:43:39Z,83
104,476.18,1,2018-11-24T01:06:13Z,77
114,141.33,11,2020-01-23T12:10:47Z,79
109,368.06,13,2019-11-18T10:28:13Z,81
112,897.01,9,2019-01-19T07:22:30Z,96
111,627.30,12,2020-01-02T20:58:44Z,98
100,174.84,1,2018-10-06T16:05:27Z,85
114,785.02,14,2019-03-08T12:34:44Z,93
104,442.45,8,2020-01-17T11:44:38Z,77
100,908.60,2,2020-01-03T20:44:32Z,82
108,893.57,13,2018-10-25T06:10:42Z,72
104,543.47,10,2018-12-17T14:04:26Z,68
113,948.96,15,2019-07-24T09:16:05Z,99
103,190.21,1,2018-10-02T05:32:25Z,66
102,315.81,7,2019-07-31T18:49:02Z,83
105,731.23,7,2019-09-18T06:42:53Z,74
114,94.19,1,2019-12-21T16:05:29Z,78
107,499.63,14,2019-06-28T16:05:27Z,72
107,476.37,8,2019-12-06T15:34:10Z,60
112,36.49,14,2018-11-04T17:29:58Z,85
106,486.03,2,2020-02-05T09:51:38Z,84
101,59.45,2,2019-07-06T21:03:10Z,76
110,406.61,7,2019-03-26T18:16:28Z,68
104,856.83,5,2019-08-06T14:25:45Z,62
105,486.57,12,2019-03-11T00:48:37Z,61
101,886.56,1,2019-07-26T19:49:24Z,68
107,778.65,14,2019-02-27T18:01:21Z,70
108,967.80,1,2019-06-01T20:41:37Z,92
113,551.25,12,2019-10-10T19:15:26Z,90
114,350.82,15,2018-12-09T16:26:21Z,70
114,351.38,14,2018-10-29T18:57:56Z,74
100,948.70,14,2019-10-17T01:55:33Z,76
109,225.54,8,2019-08-27T03:47:56Z,63
105,417.53,13,2018-12-16T01:46:21Z,80
113,529.00,13,2018-12-30T18:40:13Z,81
108,109.92,2,2019-07-29T06:30:51Z,70
106,186.88,2,2020-02-01T03:11:14Z,79
111,210.45,2,2020-02-01T20:08:50Z,82
103,890.18,15,2019-02-14T12:16:20Z,77
103,766.15,15,2019-01-13T13:42:40Z,88
109,428.26,6,2019-05-13T04:30:29Z,90
107,453.15,5,2019-07-13T14:14:56Z,74
105,88.36,7,2019-10-30T20:22:47Z,84
101,793.35,10,2019-05-02T10:31:43Z,64
101,389.90,12,2018-10-18T14:03:53Z,60
103,694.04,1,2020-02-01T12:24:20Z,64
104,327.08,9,2019-07-31T00:31:23Z,74
115,85.17,7,2019-05-16T01:09:53Z,93
107,546.77,1,2019-05-05T00:31:44Z,60
114,178.60,7,2019-01-05T00:23:19Z,66
103,160.69,12,2019-09-06T21:37:39Z,79
111,120.02,2,2019-05-23T07:02:34Z,83
104,137.75,14,2020-01-23T21:32:02Z,74
107,835.56,8,2019-12-16T17:15:16Z,79
114,567.87,14,2018-12-09T02:20:01Z,63
115,820.92,8,2019-10-10T02:23:22Z,70
115,660.54,5,2019-03-01T00:20:28Z,96
104,861.97,7,2018-12-27T06:49:14Z,64
111,977.45,15,2019-09-17T21:32:28Z,66
102,968.84,14,2018-12-11T05:04:54Z,76
113,906.28,12,2019-10-20T08:11:15Z,63
113,911.87,12,2019-04-11T18:39:51Z,85
101,124.55,14,2019-10-18T12:15:29Z,82
115,331.16,1,2018-10-28T15:03:50Z,99
107,428.68,14,2019-11-17T11:11:17Z,96
105,500.03,9,2018-10-11T20:21:17Z,74
114,162.18,5,2019-04-06T03:18:28Z,66
106,678.76,9,2019-02-05T06:30:00Z,69
106,70.85,14,2019-09-24T18:38:35Z,99
103,268.86,12,2018-12-26T05:43:47Z,90
110,211.02,15,2019-08-21T08:24:11Z,96
104,865.14,2,2019-08-05T23:28:28Z,86
109,896.46,14,2019-05-07T05:44:06Z,81
104,296.45,2,2019-05-21T15:50:38Z,75
107,566.67,2,2018-12-23T17:42:54Z,61
111,928.42,6,2019-05-11T12:34:11Z,77
100,197.38,1,2018-12-24T01:07:29Z,76
111,623.75,8,2019-08-23T07:44:19Z,77
106,844.91,2,2020-01-01T19:28:45Z,66
112,205.10,1,2019-07-28T10:57:23Z,94
103,906.52,13,2019-01-02T05:01:27Z,63
111,254.78,14,2019-05-28T14:52:27Z,90
110,934.34,1,2019-02-25T11:46:57Z,67
113,427.22,2,2018-12-09T19:45:24Z,84
100,585.16,5,2019-11-16T12:42:20Z,62
110,294.86,5,2019-04-04T14:59:21Z,79
104,36.98,10,2019-09-06T08:27:10Z,72
104,796.21,8,2019-05-19T19:07:06Z,74
107,789.86,10,2019-05-06T02:41:24Z,64
112,545.83,2,2018-11-12T23:36:17Z,70
111,45.94,9,2019-06-09T15:14:52Z,60
114,864.93,11,2019-01-22T03:55:50Z,80
102,303.36,5,2019-06-29T13:54:49Z,80
110,670.05,9,2019-02-10T03:37:33Z,71
109,516.09,2,2018-10-15T05:52:30Z,60
112,775.58,7,2019-12-23T16:04:04Z,76
101,41.07,14,2019-01-03T15:07:00Z,78
106,26.87,12,2019-04-10T17:52:56Z,80
109,667.54,7,2019-01-16T20:59:59Z,81
103,626.20,8,2019-04-18T06:08:10Z,95
115,848.78,14,2019-11-05T06:54:54Z,88
111,489.86,5,2019-11-08T04:38:19Z,63
104,601.54,14,2019-08-21T20:33:05Z,76
108,343.78,1,2018-12-04T06:39:08Z,94
110,850.31,1,2018-11-24T22:24:06Z,68
106,52.82,15,2019-12-19T13:07:05Z,60
106,401.57,10,2020-01-23T11:58:39Z,68
111,573.08,7,2018-11-14T22:27:32Z,66
101,777.91,14,2018-11-26T14:21:03Z,62
104,940.38,5,2019-12-12T16:34:03Z,79
104,183.44,15,2019-05-01T16:04:45Z,69
115,459.13,13,2019-08-29T10:59:06Z,77
115,435.14,1,2018-10-26T17:25:23Z,88
102,626.25,7,2020-01-16T09:26:41Z,72
115,197.00,8,2019-11-12T16:04:08Z,69
109,99.98,14,2018-12-13T21:24:32Z,97
115,905.90,2,2019-09-09T20:16:47Z,96
113,951.73,15,2018-11-16T22:38:41Z,92
101,47.60,1,2018-10-08T00:14:09Z,86
106,207.62,10,2019-07-20T06:53:16Z,73
109,209.25,1,2019-12-21T17:37:47Z,79
110,966.62,7,2019-12-15T06:15:08Z,78
109,56.57,12,2019-06-29T12:45:41Z,91
113,451.28,6,2018-10-09T10:36:22Z,91
105,410.60,5,2019-01-13T12:54:04Z,79
115,80.45,5,2019-07-06T15:24:51Z,96
115,344.16,5,2019-12-28T07:26:35Z,69
112,990.27,8,2018-11-07T04:19:25Z,82
107,676.08,1,2019-09-29T17:12:48Z,87
105,558.01,9,2019-01-03T19:43:07Z,90
113,53.53,8,2019-08-29T07:49:03Z,95
103,449.42,6,2019-05-20T19:49:46Z,88
104,550.64,9,2019-02-17T23:06:07Z,98
105,193.40,1,2019-03-20T05:08:22Z,69
101,60.57,13,2019-09-20T03:49:04Z,63
113,507.58,7,2019-03-05T22:11:55Z,73
113,783.59,2,2019-08-26T17:32:50Z,87
108,91.77,8,2020-01-09T02:59:18Z,83
105,825.37,1,2019-11-13T09:36:37Z,60
110,88.44,1,2019-10-12T13:48:52Z,83
106,713.60,13,2019-11-07T11:47:35Z,78
101,344.48,2,2020-01-10T07:44:10Z,93
100,463.74,1,2019-10-30T06:03:07Z,82
106,260.97,7,2019-02-14T07:29:18Z,71
115,595.56,14,2019-11-18T20:04:42Z,85
115,950.02,13,2019-04-23T14:05:09Z,86
112,791.70,13,2019-03-23T11:33:01Z,63
102,387.50,5,2020-01-26T16:06:24Z,89
111,497.19,14,2018-10-23T01:26:04Z,60
112,657.34,14,2019-07-23T08:45:11Z,83
107,768.80,10,2019-08-09T20:49:48Z,85
104,480.32,1,2019-10-14T01:47:05Z,84
101,769.96,9,2019-07-14T21:19:24Z,82
101,269.29,7,2019-05-15T16:01:46Z,96
103,26.93,5,2019-04-27T16:33:31Z,94
114,383.37,1,2018-12-31T13:24:41Z,80
100,986.64,1,2018-10-18T00:03:01Z,91
108,358.65,10,2019-05-13T17:22:25Z,76
115,917.87,10,2019-10-20T20:08:42Z,71
113,606.24,1,2019-03-18T23:42:39Z,80
102,637.06,1,2019-06-20T17:14:32Z,72
102,232.11,9,2020-01-20T08:02:54Z,87
100,940.82,15,2019-07-11T04:23:20Z,87
102,653.97,1,2019-05-07T15:03:17Z,64
